"userid","decision.index.nogap","study.day.nogap","jbsteps30.log","jbsteps30.log.lag1","jbsteps30pre.log","location.homework","send","avail"
1,1,0,2.39020110668425,0,-0.693147180559945,1,0,0
1,2,0,-0.693147180559945,2.39020110668425,2.19623803818157,1,0,1
1,3,0,2.46468228456679,-0.693147180559945,4.58940065503026,1,1,1
1,4,0,0.120693588636085,2.46468228456679,3.17911241864679,1,1,1
1,5,0,0.832206024890775,0.120693588636085,3.29451698638511,0,0,0
1,6,1,1.8450451695935,0.832206024890775,4.66582538939963,1,0,0
1,7,1,4.63146226493398,1.8450451695935,3.77381349429538,0,0,1
1,8,1,4.19292829566044,4.63146226493398,-0.693147180559945,1,1,1
1,9,1,-0.0344340590138807,4.19292829566044,-0.693147180559945,0,1,1
1,10,1,-0.149512205076901,-0.0344340590138807,-0.693147180559945,1,1,1
1,11,2,3.39137102317939,-0.149512205076901,4.40310406024549,0,1,1
1,12,2,5.88835343491091,3.39137102317939,3.65041642901712,0,1,1
1,13,2,1.18809820506219,5.88835343491091,3.70225392900043,0,0,1
1,14,2,0.259674068226436,1.18809820506219,3.25940859218093,0,0,0
1,15,2,-0.693147180559945,0.259674068226436,-0.693147180559945,0,0,1
1,16,3,5.35161661743574,-0.693147180559945,4.69907626086333,1,1,1
1,17,3,3.73384038867045,5.35161661743574,3.81534741993375,0,0,0
1,18,3,1.56625379342683,3.73384038867045,-0.693147180559945,0,0,1
1,19,3,-0.693147180559945,1.56625379342683,4.0176038082283,0,0,1
1,20,3,2.75228151392628,-0.693147180559945,-0.693147180559945,0,0,1
1,21,4,2.41606854615599,2.75228151392628,-0.693147180559945,0,0,1
1,22,4,3.69062468574393,2.41606854615599,2.26189374276083,1,0,0
1,23,4,2.82779466329989,3.69062468574393,-0.693147180559945,1,1,1
1,24,4,7.71169003911541,2.82779466329989,-0.693147180559945,1,1,1
1,25,4,1.9809698826567,7.71169003911541,-0.693147180559945,0,0,1
1,26,5,1.16981242204672,1.9809698826567,-0.693147180559945,1,1,1
1,27,5,4.86587077038145,1.16981242204672,4.1333946233909,0,0,1
1,28,5,6.3020958387379,4.86587077038145,3.33820986657973,0,0,1
1,29,5,-0.205267242419553,6.3020958387379,-0.693147180559945,0,0,1
1,30,5,2.84377087079081,-0.205267242419553,4.42113611632262,0,0,1
1,31,6,6.71257978940574,2.84377087079081,3.73345147426277,1,0,1
1,32,6,8.5,6.71257978940574,1.74857807030419,0,1,1
1,33,6,0.0495533326785558,8.5,4.17832233355555,1,0,1
1,34,6,3.27189855776862,0.0495533326785558,4.16521726712913,0,1,1
1,35,6,7.68654804540589,3.27189855776862,4.12032178157737,0,0,0
1,36,7,7.59904929193377,7.68654804540589,4.00609628795404,1,0,0
1,37,7,4.35650709432744,7.59904929193377,3.87527359576641,0,1,1
1,38,7,5.91838765623188,4.35650709432744,2.85672387928206,1,1,1
1,39,7,6.09024536541138,5.91838765623188,1.6490175636622,0,1,1
1,40,7,-0.600423776958076,6.09024536541138,0.389640523476838,1,1,1
1,41,8,-0.693147180559945,-0.600423776958076,-0.693147180559945,0,1,1
1,42,8,4.08197282071428,-0.693147180559945,2.31294485477339,0,1,1
1,43,8,1.50884695847432,4.08197282071428,-0.693147180559945,1,1,1
1,44,8,-0.52314708655486,1.50884695847432,4.85940765786538,0,0,1
1,45,8,4.63618148775101,-0.52314708655486,4.39319033695611,1,0,1
1,46,9,5.34519735392702,4.63618148775101,-0.693147180559945,1,0,0
1,47,9,-0.693147180559945,5.34519735392702,-0.693147180559945,1,1,1
1,48,9,1.05260516614499,-0.693147180559945,-0.693147180559945,1,0,1
1,49,9,0.260245303792773,1.05260516614499,4.08594699979955,1,1,1
1,50,9,4.52234320499151,0.260245303792773,2.79309861630064,0,1,1
1,51,10,2.65207417915376,4.52234320499151,3.50152301453546,1,1,1
1,52,10,4.17573344677511,2.65207417915376,2.94825601304463,0,1,1
1,53,10,2.71503750389977,4.17573344677511,2.90998248962657,0,0,1
1,54,10,-0.693147180559945,2.71503750389977,4.48785082757493,0,1,1
1,55,10,1.78574939497127,-0.693147180559945,2.22044735328496,0,1,1
1,56,11,4.4715368680451,1.78574939497127,4.56771263185936,0,0,0
1,57,11,4.48223556470447,4.4715368680451,-0.693147180559945,0,1,1
1,58,11,3.64124955200042,4.48223556470447,3.90662219691831,0,1,1
1,59,11,4.78169830857942,3.64124955200042,3.28439057654629,0,1,1
1,60,11,2.08113580669744,4.78169830857942,3.44352475252502,0,0,1
1,61,12,4.26030522418822,2.08113580669744,3.67584421681044,1,0,0
1,62,12,-0.693147180559945,4.26030522418822,-0.693147180559945,0,1,1
1,63,12,-0.315463059695101,-0.693147180559945,1.34537622044883,0,0,1
1,64,12,4.35120365699694,-0.315463059695101,-0.693147180559945,0,0,1
1,65,12,0.0682029602138197,4.35120365699694,-0.693147180559945,0,0,1
1,66,13,6.03501887147903,0.0682029602138197,3.57449030467952,1,1,1
1,67,13,4.85238418688544,6.03501887147903,3.75911629328649,0,0,0
1,68,13,1.83598027946779,4.85238418688544,3.14200390949814,0,0,0
1,69,13,4.97384292493503,1.83598027946779,4.19890535909989,1,1,1
1,70,13,5.06376891910833,4.97384292493503,4.81221877983157,1,1,1
1,71,14,-0.693147180559945,5.06376891910833,-0.693147180559945,1,0,1
1,72,14,-0.693147180559945,-0.693147180559945,-0.693147180559945,0,0,1
1,73,14,3.8735488206889,-0.693147180559945,4.25967432578267,0,1,1
1,74,14,2.1728247367659,3.8735488206889,-0.693147180559945,0,1,1
1,75,14,2.04355465363503,2.1728247367659,-0.693147180559945,0,0,1
1,76,15,2.62264461625182,2.04355465363503,4.2735859424283,0,1,1
1,77,15,-0.693147180559945,2.62264461625182,1.83439576050808,1,0,1
1,78,15,1.23418972742362,-0.693147180559945,-0.693147180559945,1,1,1
1,79,15,0.777004693803837,1.23418972742362,3.38659711416864,0,0,0
1,80,15,3.6680355440469,0.777004693803837,2.60678734360484,1,1,1
1,81,16,5.29513301364611,3.6680355440469,3.03438596516336,0,0,1
1,82,16,-0.693147180559945,5.29513301364611,3.68296248473355,1,1,1
1,83,16,-0.0101941949179714,-0.693147180559945,0.676508731261975,0,1,1
1,84,16,-0.693147180559945,-0.0101941949179714,3.96497264840559,0,1,1
1,85,16,0.666779631092302,-0.693147180559945,2.24872766233944,1,1,1
1,86,17,4.80695463729801,0.666779631092302,3.61332307726104,0,1,1
1,87,17,7.23264839278957,4.80695463729801,4.32203709332064,0,0,1
1,88,17,2.50778022724034,7.23264839278957,3.74381911279266,1,0,1
1,89,17,1.34623682609027,2.50778022724034,1.43589865176,1,0,1
1,90,17,-0.0640358793873004,1.34623682609027,4.35594418728064,0,0,0
1,91,18,3.00858420026978,-0.0640358793873004,4.25099486963435,0,0,1
1,92,18,5.73936343893978,3.00858420026978,3.86952978133562,0,1,1
1,93,18,2.40354016306897,5.73936343893978,3.47928700655897,0,0,1
1,94,18,-0.693147180559945,2.40354016306897,-0.693147180559945,0,1,1
1,95,18,2.59668502877218,-0.693147180559945,4.48337109908077,1,0,0
1,96,19,-0.693147180559945,2.59668502877218,-0.693147180559945,0,1,1
1,97,19,1.00364825218568,-0.693147180559945,4.86650815207482,0,1,1
1,98,19,5.22381761890435,1.00364825218568,4.57605575748328,0,0,0
1,99,19,2.03547719378365,5.22381761890435,2.16504361872616,1,0,1
1,100,19,-0.023826377099853,2.03547719378365,-0.693147180559945,0,0,1
1,101,20,0.281396899396165,-0.023826377099853,-0.693147180559945,0,1,1
1,102,20,3.61493811040867,0.281396899396165,3.5068834080704,0,1,1
1,103,20,7.21953976433877,3.61493811040867,2.09990645903526,0,1,1
1,104,20,3.68839755029407,7.21953976433877,1.13875246043632,1,1,1
1,105,20,1.31233381026184,3.68839755029407,-0.693147180559945,0,1,1
1,106,21,3.68742043570922,1.31233381026184,2.90408911876291,0,1,1
1,107,21,1.65755562488382,3.68742043570922,-0.693147180559945,0,1,1
1,108,21,-0.0255238011955203,1.65755562488382,-0.693147180559945,0,0,0
1,109,21,6.67221713486949,-0.0255238011955203,0.397885781181039,0,1,1
1,110,21,2.57235911992829,6.67221713486949,4.19644723365921,0,1,1
1,111,22,-0.379978469745139,2.57235911992829,-0.693147180559945,0,1,1
1,112,22,2.72178093317484,-0.379978469745139,3.9298278760121,0,1,1
1,113,22,1.50721323216014,2.72178093317484,-0.693147180559945,1,1,1
1,114,22,0.235474865486001,1.50721323216014,2.87480126017316,0,0,0
1,115,22,0.0766711245457139,0.235474865486001,3.83881469424337,0,1,1
1,116,23,2.95102026346803,0.0766711245457139,3.57115583223946,0,1,1
1,117,23,0.787001280779986,2.95102026346803,3.24974676422866,0,0,0
1,118,23,1.92867020556438,0.787001280779986,-0.693147180559945,1,1,1
1,119,23,7.17907797810764,1.92867020556438,-0.693147180559945,0,0,1
1,120,23,3.79078431156363,7.17907797810764,-0.693147180559945,0,0,1
1,121,24,5.56414607726975,3.79078431156363,3.27269446238118,0,1,1
1,122,24,2.35522010623608,5.56414607726975,-0.693147180559945,0,1,1
1,123,24,6.97916943026054,2.35522010623608,-0.693147180559945,0,1,1
1,124,24,7.11940128130457,6.97916943026054,2.04062149895883,0,0,0
1,125,24,7.19166626494809,7.11940128130457,4.72466819700308,0,0,1
1,126,25,6.24285712305073,7.19166626494809,-0.693147180559945,0,0,1
1,127,25,4.7911806044788,6.24285712305073,3.47411720058691,0,1,1
1,128,25,7.06409666830548,4.7911806044788,3.19450290277698,0,0,1
1,129,25,0.544062643701434,7.06409666830548,-0.693147180559945,0,0,1
1,130,25,5.23068605051262,0.544062643701434,2.82935861198534,0,0,1
1,131,26,4.79703595579598,5.23068605051262,4.52966554733143,0,0,1
1,132,26,1.81840721527142,4.79703595579598,3.7629474870799,0,1,1
1,133,26,2.92241833518497,1.81840721527142,3.1162513893779,0,0,0
1,134,26,-0.210327442289188,2.92241833518497,-0.693147180559945,0,0,0
1,135,26,4.50665452202221,-0.210327442289188,-0.693147180559945,1,0,1
1,136,27,3.66169206933175,4.50665452202221,4.34467336548043,1,1,1
1,137,27,-0.693147180559945,3.66169206933175,-0.693147180559945,0,1,1
1,138,27,0.245688630791805,-0.693147180559945,4.05173930404628,0,0,1
1,139,27,5.83455695026172,0.245688630791805,4.75320372385885,0,1,1
1,140,27,2.98270114174918,5.83455695026172,-0.693147180559945,0,0,0
1,141,28,2.13796986209865,2.98270114174918,4.01798923943881,1,1,1
1,142,28,1.19677393242049,2.13796986209865,2.00014472126734,1,1,1
